image_path,ref_mask_path,gt_path,feature_path,lat,lon
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000146_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000146_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000146_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000146_000019_leftImg8bit_foggy_beta_0.005.pt,53.083226348675865,8.797163352089125
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000146_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000146_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000146_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000146_000019_leftImg8bit_foggy_beta_0.01.pt,53.083226348675865,8.797163352089125
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000146_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000146_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000146_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000146_000019_leftImg8bit_foggy_beta_0.02.pt,53.083226348675865,8.797163352089125
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000147_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000147_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000147_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000147_000019_leftImg8bit_foggy_beta_0.005.pt,53.083847950615336,8.796605871708955
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000147_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000147_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000147_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000147_000019_leftImg8bit_foggy_beta_0.01.pt,53.083847950615336,8.796605871708955
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000147_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000147_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000147_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000147_000019_leftImg8bit_foggy_beta_0.02.pt,53.083847950615336,8.796605871708955
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000148_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000148_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000148_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000148_000019_leftImg8bit_foggy_beta_0.005.pt,53.086065802195435,8.791152270227174
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000148_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000148_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000148_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000148_000019_leftImg8bit_foggy_beta_0.01.pt,53.086065802195435,8.791152270227174
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000148_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000148_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000148_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000148_000019_leftImg8bit_foggy_beta_0.02.pt,53.086065802195435,8.791152270227174
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000149_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000149_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000149_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000149_000019_leftImg8bit_foggy_beta_0.005.pt,53.08649135141964,8.789941420494516
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000149_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000149_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000149_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000149_000019_leftImg8bit_foggy_beta_0.01.pt,53.08649135141964,8.789941420494516
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000149_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000149_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000149_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000149_000019_leftImg8bit_foggy_beta_0.02.pt,53.08649135141964,8.789941420494516
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000150_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000150_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000150_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000150_000019_leftImg8bit_foggy_beta_0.005.pt,53.08814267016414,8.78634776332726
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000150_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000150_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000150_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000150_000019_leftImg8bit_foggy_beta_0.01.pt,53.08814267016414,8.78634776332726
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000150_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000150_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000150_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000150_000019_leftImg8bit_foggy_beta_0.02.pt,53.08814267016414,8.78634776332726
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000151_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000151_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000151_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000151_000019_leftImg8bit_foggy_beta_0.005.pt,53.08896879054105,8.784969191712074
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000151_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000151_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000151_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000151_000019_leftImg8bit_foggy_beta_0.01.pt,53.08896879054105,8.784969191712074
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000151_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000151_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000151_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000151_000019_leftImg8bit_foggy_beta_0.02.pt,53.08896879054105,8.784969191712074
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000152_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000152_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000152_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000152_000019_leftImg8bit_foggy_beta_0.005.pt,53.09132410533323,8.78179831774099
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000152_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000152_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000152_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000152_000019_leftImg8bit_foggy_beta_0.01.pt,53.09132410533323,8.78179831774099
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000152_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000152_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000152_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000152_000019_leftImg8bit_foggy_beta_0.02.pt,53.09132410533323,8.78179831774099
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000153_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000153_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000153_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000153_000019_leftImg8bit_foggy_beta_0.005.pt,53.094291885790405,8.77903027803646
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000153_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000153_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000153_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000153_000019_leftImg8bit_foggy_beta_0.01.pt,53.094291885790405,8.77903027803646
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000153_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000153_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000153_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000153_000019_leftImg8bit_foggy_beta_0.02.pt,53.094291885790405,8.77903027803646
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000154_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000154_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000154_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000154_000019_leftImg8bit_foggy_beta_0.005.pt,53.09602719120472,8.777401087516347
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000154_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000154_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000154_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000154_000019_leftImg8bit_foggy_beta_0.01.pt,53.09602719120472,8.777401087516347
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000154_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000154_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000154_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000154_000019_leftImg8bit_foggy_beta_0.02.pt,53.09602719120472,8.777401087516347
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000155_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000155_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000155_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000155_000019_leftImg8bit_foggy_beta_0.005.pt,53.1005390858648,8.77500612632215
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000155_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000155_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000155_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000155_000019_leftImg8bit_foggy_beta_0.01.pt,53.1005390858648,8.77500612632215
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000155_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000155_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000155_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000155_000019_leftImg8bit_foggy_beta_0.02.pt,53.1005390858648,8.77500612632215
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000156_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000156_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000156_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000156_000019_leftImg8bit_foggy_beta_0.005.pt,53.109266574907714,8.762887822168834
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000156_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000156_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000156_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000156_000019_leftImg8bit_foggy_beta_0.01.pt,53.109266574907714,8.762887822168834
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000156_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000156_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000156_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000156_000019_leftImg8bit_foggy_beta_0.02.pt,53.109266574907714,8.762887822168834
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000157_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000157_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000157_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000157_000019_leftImg8bit_foggy_beta_0.005.pt,53.11026494339489,8.754996092691487
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000157_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000157_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000157_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000157_000019_leftImg8bit_foggy_beta_0.01.pt,53.11026494339489,8.754996092691487
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000157_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000157_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000157_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000157_000019_leftImg8bit_foggy_beta_0.02.pt,53.11026494339489,8.754996092691487
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000158_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000158_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000158_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000158_000019_leftImg8bit_foggy_beta_0.005.pt,53.11214684829572,8.750845038963126
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000158_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000158_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000158_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000158_000019_leftImg8bit_foggy_beta_0.01.pt,53.11214684829572,8.750845038963126
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000158_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000158_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000158_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000158_000019_leftImg8bit_foggy_beta_0.02.pt,53.11214684829572,8.750845038963126
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000159_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000159_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000159_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000159_000019_leftImg8bit_foggy_beta_0.005.pt,53.1121869137929,8.752228052986993
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000159_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000159_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000159_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000159_000019_leftImg8bit_foggy_beta_0.01.pt,53.1121869137929,8.752228052986993
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000159_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000159_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000159_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000159_000019_leftImg8bit_foggy_beta_0.02.pt,53.1121869137929,8.752228052986993
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000160_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000160_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000160_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000160_000019_leftImg8bit_foggy_beta_0.005.pt,53.11103104934508,8.75698754906684
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000160_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000160_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000160_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000160_000019_leftImg8bit_foggy_beta_0.01.pt,53.11103104934508,8.75698754906684
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000160_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000160_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000160_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000160_000019_leftImg8bit_foggy_beta_0.02.pt,53.11103104934508,8.75698754906684
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000161_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000161_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000161_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000161_000019_leftImg8bit_foggy_beta_0.005.pt,53.1115432674481,8.758169145957428
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000161_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000161_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000161_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000161_000019_leftImg8bit_foggy_beta_0.01.pt,53.1115432674481,8.758169145957428
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000161_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000161_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000161_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000161_000019_leftImg8bit_foggy_beta_0.02.pt,53.1115432674481,8.758169145957428
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000162_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000162_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000162_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000162_000019_leftImg8bit_foggy_beta_0.005.pt,53.11220024101896,8.760024731682305
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000162_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000162_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000162_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000162_000019_leftImg8bit_foggy_beta_0.01.pt,53.11220024101896,8.760024731682305
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000162_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000162_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000162_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000162_000019_leftImg8bit_foggy_beta_0.02.pt,53.11220024101896,8.760024731682305
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000163_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000163_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000163_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000163_000019_leftImg8bit_foggy_beta_0.005.pt,53.11288378522288,8.761040869804223
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000163_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000163_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000163_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000163_000019_leftImg8bit_foggy_beta_0.01.pt,53.11288378522288,8.761040869804223
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000163_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000163_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000163_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000163_000019_leftImg8bit_foggy_beta_0.02.pt,53.11288378522288,8.761040869804223
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/bremen/bremen_000164_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000164_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/bremen/bremen_000164_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/bremen_000164_000019_leftImg8bit_foggy_beta_0.005.pt,53.11186882056743,8.763019418048659
